schedule_id,img_path,pcd_path,txt_path,dz_mm,max_width_mm,top_length_mm,point_idx,u,v
202511230207536422,/workspace/sequences_sample/20251123/202511230207536422/image/0000.jpg,/workspace/sequences_sample/20251123/202511230207536422/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230207536422/results/20251123_023231.txt,1229,4064,246,2,839,837
202511230207536422,/workspace/sequences_sample/20251123/202511230207536422/image/0000.jpg,/workspace/sequences_sample/20251123/202511230207536422/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230207536422/results/20251123_023231.txt,1229,4064,246,3,1077,299
202511230207536422,/workspace/sequences_sample/20251123/202511230207536422/image/0000.jpg,/workspace/sequences_sample/20251123/202511230207536422/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230207536422/results/20251123_023231.txt,1229,4064,246,4,1077,856
202511230207536423,/workspace/sequences_sample/20251123/202511230207536423/image/0000.jpg,/workspace/sequences_sample/20251123/202511230207536423/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230207536423/results/20251123_023515.txt,1220,3591,1024,1,834,340
202511230207536423,/workspace/sequences_sample/20251123/202511230207536423/image/0000.jpg,/workspace/sequences_sample/20251123/202511230207536423/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230207536423/results/20251123_023515.txt,1220,3591,1024,2,831,800
202511230207536423,/workspace/sequences_sample/20251123/202511230207536423/image/0000.jpg,/workspace/sequences_sample/20251123/202511230207536423/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230207536423/results/20251123_023515.txt,1220,3591,1024,3,1169,363
202511230207536423,/workspace/sequences_sample/20251123/202511230207536423/image/0000.jpg,/workspace/sequences_sample/20251123/202511230207536423/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230207536423/results/20251123_023515.txt,1220,3591,1024,4,1167,828
202511230239536630,/workspace/sequences_sample/20251123/202511230239536630/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536630/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536630/results/20251123_024112.txt,1192,3591,1021,1,836,356
202511230239536630,/workspace/sequences_sample/20251123/202511230239536630/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536630/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536630/results/20251123_024112.txt,1192,3591,1021,2,829,801
202511230239536630,/workspace/sequences_sample/20251123/202511230239536630/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536630/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536630/results/20251123_024112.txt,1192,3591,1021,3,1143,344
202511230239536630,/workspace/sequences_sample/20251123/202511230239536630/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536630/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536630/results/20251123_024112.txt,1192,3591,1021,4,1146,804
202511230239536631,/workspace/sequences_sample/20251123/202511230239536631/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536631/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536631/results/20251123_024558.txt,1156,3497,1021,1,851,345
202511230239536631,/workspace/sequences_sample/20251123/202511230239536631/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536631/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536631/results/20251123_024558.txt,1156,3497,1021,2,847,822
202511230239536631,/workspace/sequences_sample/20251123/202511230239536631/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536631/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536631/results/20251123_024558.txt,1156,3497,1021,3,1156,355
202511230239536631,/workspace/sequences_sample/20251123/202511230239536631/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536631/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536631/results/20251123_024558.txt,1156,3497,1021,4,1137,781
202511230239536632,/workspace/sequences_sample/20251123/202511230239536632/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536632/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536632/results/20251123_024833.txt,1103,3492,987,1,839,379
202511230239536632,/workspace/sequences_sample/20251123/202511230239536632/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536632/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536632/results/20251123_024833.txt,1103,3492,987,2,837,806
202511230239536632,/workspace/sequences_sample/20251123/202511230239536632/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536632/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536632/results/20251123_024833.txt,1103,3492,987,3,1142,366
202511230239536632,/workspace/sequences_sample/20251123/202511230239536632/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536632/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536632/results/20251123_024833.txt,1103,3492,987,4,1145,804
202511230239536633,/workspace/sequences_sample/20251123/202511230239536633/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536633/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536633/results/20251123_025113.txt,1081,3587,1018,1,851,359
202511230239536633,/workspace/sequences_sample/20251123/202511230239536633/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536633/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536633/results/20251123_025113.txt,1081,3587,1018,2,845,800
202511230239536633,/workspace/sequences_sample/20251123/202511230239536633/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536633/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536633/results/20251123_025113.txt,1081,3587,1018,3,1146,359
202511230239536633,/workspace/sequences_sample/20251123/202511230239536633/image/0000.jpg,/workspace/sequences_sample/20251123/202511230239536633/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230239536633/results/20251123_025113.txt,1081,3587,1018,4,1160,801
202511230253536724,/workspace/sequences_sample/20251123/202511230253536724/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536724/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536724/results/20251123_025532.txt,2233,3295,977,1,821,347
202511230253536724,/workspace/sequences_sample/20251123/202511230253536724/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536724/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536724/results/20251123_025532.txt,2233,3295,977,2,813,803
202511230253536724,/workspace/sequences_sample/20251123/202511230253536724/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536724/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536724/results/20251123_025532.txt,2233,3295,977,3,1171,354
202511230253536724,/workspace/sequences_sample/20251123/202511230253536724/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536724/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536724/results/20251123_025532.txt,2233,3295,977,4,1168,831
202511230253536725,/workspace/sequences_sample/20251123/202511230253536725/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536725/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536725/results/20251123_025802.txt,2221,3328,399,1,799,355
202511230253536725,/workspace/sequences_sample/20251123/202511230253536725/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536725/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536725/results/20251123_025802.txt,2221,3328,399,2,804,830
202511230253536725,/workspace/sequences_sample/20251123/202511230253536725/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536725/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536725/results/20251123_025802.txt,2221,3328,399,3,1084,355
202511230253536725,/workspace/sequences_sample/20251123/202511230253536725/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536725/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536725/results/20251123_025802.txt,2221,3328,399,4,1081,833
202511230253536726,/workspace/sequences_sample/20251123/202511230253536726/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536726/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536726/results/20251123_030035.txt,2204,3335,840,1,803,349
202511230253536726,/workspace/sequences_sample/20251123/202511230253536726/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536726/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536726/results/20251123_030035.txt,2204,3335,840,2,796,843
202511230253536726,/workspace/sequences_sample/20251123/202511230253536726/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536726/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536726/results/20251123_030035.txt,2204,3335,840,3,1149,354
202511230253536726,/workspace/sequences_sample/20251123/202511230253536726/image/0000.jpg,/workspace/sequences_sample/20251123/202511230253536726/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230253536726/results/20251123_030035.txt,2204,3335,840,4,1154,840
202511230302536773,/workspace/sequences_sample/20251123/202511230302536773/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536773/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536773/results/20251123_030411.txt,2191,3340,1179,1,805,340
202511230302536773,/workspace/sequences_sample/20251123/202511230302536773/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536773/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536773/results/20251123_030411.txt,2191,3340,1179,2,810,843
202511230302536773,/workspace/sequences_sample/20251123/202511230302536773/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536773/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536773/results/20251123_030411.txt,2191,3340,1179,3,1187,357
202511230302536773,/workspace/sequences_sample/20251123/202511230302536773/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536773/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536773/results/20251123_030411.txt,2191,3340,1179,4,1197,829
202511230302536774,/workspace/sequences_sample/20251123/202511230302536774/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536774/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536774/results/20251123_030646.txt,2174,3111,998,1,805,357
202511230302536774,/workspace/sequences_sample/20251123/202511230302536774/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536774/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536774/results/20251123_030646.txt,2174,3111,998,2,803,820
202511230302536774,/workspace/sequences_sample/20251123/202511230302536774/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536774/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536774/results/20251123_030646.txt,2174,3111,998,3,1183,414
202511230302536774,/workspace/sequences_sample/20251123/202511230302536774/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536774/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536774/results/20251123_030646.txt,2174,3111,998,4,1181,756
202511230302536775,/workspace/sequences_sample/20251123/202511230302536775/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536775/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536775/results/20251123_030920.txt,2127,2512,1116,1,809,399
202511230302536775,/workspace/sequences_sample/20251123/202511230302536775/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536775/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536775/results/20251123_030920.txt,2127,2512,1116,2,813,753
202511230302536775,/workspace/sequences_sample/20251123/202511230302536775/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536775/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536775/results/20251123_030920.txt,2127,2512,1116,3,1178,427
202511230302536775,/workspace/sequences_sample/20251123/202511230302536775/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536775/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536775/results/20251123_030920.txt,2127,2512,1116,4,1196,767
202511230302536776,/workspace/sequences_sample/20251123/202511230302536776/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536776/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536776/results/20251123_031202.txt,2110,2591,634,1,817,413
202511230302536776,/workspace/sequences_sample/20251123/202511230302536776/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536776/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536776/results/20251123_031202.txt,2110,2591,634,2,814,767
202511230302536776,/workspace/sequences_sample/20251123/202511230302536776/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536776/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536776/results/20251123_031202.txt,2110,2591,634,3,1115,411
202511230302536776,/workspace/sequences_sample/20251123/202511230302536776/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536776/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536776/results/20251123_031202.txt,2110,2591,634,4,1118,776
202511230302536777,/workspace/sequences_sample/20251123/202511230302536777/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536777/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536777/results/20251123_031436.txt,2100,2323,317,1,823,414
202511230302536777,/workspace/sequences_sample/20251123/202511230302536777/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536777/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536777/results/20251123_031436.txt,2100,2323,317,2,824,740
202511230302536777,/workspace/sequences_sample/20251123/202511230302536777/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536777/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536777/results/20251123_031436.txt,2100,2323,317,3,1093,432
202511230302536777,/workspace/sequences_sample/20251123/202511230302536777/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536777/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536777/results/20251123_031436.txt,2100,2323,317,4,1089,739
202511230302536778,/workspace/sequences_sample/20251123/202511230302536778/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536778/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536778/results/20251123_031710.txt,2070,2512,359,1,812,417
202511230302536778,/workspace/sequences_sample/20251123/202511230302536778/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536778/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536778/results/20251123_031710.txt,2070,2512,359,2,810,761
202511230302536778,/workspace/sequences_sample/20251123/202511230302536778/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536778/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536778/results/20251123_031710.txt,2070,2512,359,3,1078,413
202511230302536778,/workspace/sequences_sample/20251123/202511230302536778/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536778/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536778/results/20251123_031710.txt,2070,2512,359,4,1077,766
202511230302536779,/workspace/sequences_sample/20251123/202511230302536779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536779/results/20251123_031956.txt,2049,2611,651,1,821,412
202511230302536779,/workspace/sequences_sample/20251123/202511230302536779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536779/results/20251123_031956.txt,2049,2611,651,2,820,764
202511230302536779,/workspace/sequences_sample/20251123/202511230302536779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536779/results/20251123_031956.txt,2049,2611,651,3,1117,417
202511230302536779,/workspace/sequences_sample/20251123/202511230302536779/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536779/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536779/results/20251123_031956.txt,2049,2611,651,4,1119,766
202511230302536780,/workspace/sequences_sample/20251123/202511230302536780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536780/results/20251123_032229.txt,2031,2657,1233,1,815,400
202511230302536780,/workspace/sequences_sample/20251123/202511230302536780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536780/results/20251123_032229.txt,2031,2657,1233,2,796,758
202511230302536780,/workspace/sequences_sample/20251123/202511230302536780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536780/results/20251123_032229.txt,2031,2657,1233,3,1199,403
202511230302536780,/workspace/sequences_sample/20251123/202511230302536780/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536780/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536780/results/20251123_032229.txt,2031,2657,1233,4,1199,771
202511230302536781,/workspace/sequences_sample/20251123/202511230302536781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536781/results/20251123_032501.txt,2020,2735,1129,1,822,395
202511230302536781,/workspace/sequences_sample/20251123/202511230302536781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536781/results/20251123_032501.txt,2020,2735,1129,2,820,764
202511230302536781,/workspace/sequences_sample/20251123/202511230302536781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536781/results/20251123_032501.txt,2020,2735,1129,3,1169,413
202511230302536781,/workspace/sequences_sample/20251123/202511230302536781/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536781/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536781/results/20251123_032501.txt,2020,2735,1129,4,1176,775
202511230302536782,/workspace/sequences_sample/20251123/202511230302536782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536782/results/20251123_032736.txt,1987,2688,923,1,817,393
202511230302536782,/workspace/sequences_sample/20251123/202511230302536782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536782/results/20251123_032736.txt,1987,2688,923,2,830,758
202511230302536782,/workspace/sequences_sample/20251123/202511230302536782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536782/results/20251123_032736.txt,1987,2688,923,3,1151,396
202511230302536782,/workspace/sequences_sample/20251123/202511230302536782/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536782/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536782/results/20251123_032736.txt,1987,2688,923,4,1162,771
202511230302536783,/workspace/sequences_sample/20251123/202511230302536783/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536783/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536783/results/20251123_033010.txt,1966,3062,1184,1,836,377
202511230302536783,/workspace/sequences_sample/20251123/202511230302536783/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536783/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536783/results/20251123_033010.txt,1966,3062,1184,2,840,795
202511230302536783,/workspace/sequences_sample/20251123/202511230302536783/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536783/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536783/results/20251123_033010.txt,1966,3062,1184,3,1186,386
202511230302536783,/workspace/sequences_sample/20251123/202511230302536783/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536783/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536783/results/20251123_033010.txt,1966,3062,1184,4,1190,791
202511230302536784,/workspace/sequences_sample/20251123/202511230302536784/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536784/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536784/results/20251123_033300.txt,1949,3015,974,1,814,379
202511230302536784,/workspace/sequences_sample/20251123/202511230302536784/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536784/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536784/results/20251123_033300.txt,1949,3015,974,2,837,794
202511230302536784,/workspace/sequences_sample/20251123/202511230302536784/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536784/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536784/results/20251123_033300.txt,1949,3015,974,3,1160,381
202511230302536784,/workspace/sequences_sample/20251123/202511230302536784/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536784/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536784/results/20251123_033300.txt,1949,3015,974,4,1160,801
202511230302536785,/workspace/sequences_sample/20251123/202511230302536785/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536785/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536785/results/20251123_033534.txt,1927,3034,977,1,819,369
202511230302536785,/workspace/sequences_sample/20251123/202511230302536785/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536785/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536785/results/20251123_033534.txt,1927,3034,977,2,819,783
202511230302536785,/workspace/sequences_sample/20251123/202511230302536785/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536785/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536785/results/20251123_033534.txt,1927,3034,977,3,1148,381
202511230302536785,/workspace/sequences_sample/20251123/202511230302536785/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536785/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536785/results/20251123_033534.txt,1927,3034,977,4,1160,790
202511230302536786,/workspace/sequences_sample/20251123/202511230302536786/image/0000.jpg,/workspace/sequences_sample/20251123/202511230302536786/pcd/0000.pcd,/workspace/sequences_sample/20251123/202511230302536786/results/20251123_033809.txt,1919,3094,376,1,825,388
